matrix,target
rail_1357_B,3
Chem97ZtZ,3
M20PI_n1,2
ex29,2
cdde2,3
small_A_11,3
rdist3a,3
adder_dcop_35,3
lp_greenbeb,3
adder_dcop_26,3
S40PI_n,3
extr1b_A_13,3
adder_dcop_15,3
model5,3
small_A_02,3
tols1090,3
illc1850,2
tols2000,3
lpi_greenbea,3
reorientation_7,3
M40PI_n1_E,3
lp_80bau3b,3
plddb_A_11,2
bp_200,3
nasa2146,3
rdb800l,3
adder_dcop_30,3
cdde3,2
QRpivot,3
extr1b_A_20,3
YaleB_10NN,3
bwm2000,3
M40PI_n_E,3
S40PI_n_E,3
reorientation_6,3
nos7,3
sherman4,3
extr1b_A_19,3
extr1b_A_23,3
piston_B,3
bcsstk13,3
lp_d2q06c,3
ex20,3
plddb_A_07,3
ex26,3
extr1b_A_41,3
extr1b_A_18,3
dataset22mfeatzernike_10NN,3
adder_dcop_66,3
extr1b_A_21,3
adder_dcop_63,3
adder_dcop_36,3
lp_cre_c,3
nemscem,3
nos6,3
extr1b_A_43,3
adder_dcop_37,3
adder_dcop_68,3
circuit_1,3
small_A_10,3
lns_511,3
fs_680_2,1
TSOPF_FS_b9_c1_b,4
progas,3
adder_dcop_08,3
heart3,1
adder_dcop_31,3
adder_dcop_13,3
qh768,1
dwa512,3
reorientation_8,3
orani678_b,3
extr1b_A_14,3
jendrec1,3
tub1000,3
freeFlyingRobot_4,2
adder_dcop_38,3
add20,3
plddb_A_04,2
adder_trans_01,3
scrs8-2c_A_2,4
fxm3_6,3
nos2,0
adder_dcop_49,3
spaceShuttleEntry_2,3
extr1b_A_40,3
olm2000,3
rdb2048,2
M20PI_n1_E,4
adder_dcop_01,3
ck656,3
spiral_E,1
TSOPF_FS_b9_c1,2
small_A_06,3
lp_bnl2,3
bp_400,3
comsol,3
nemspmm1,3
nnc666,3
adder_dcop_61,3
adder_dcop_53,3
rajat12,3
ex3,3
extr1b_A_38,3
rajat19,4
filter2D,2
young3c,3
adder_dcop_04,3
adder_dcop_52,3
plddb_A_05,2
rdb2048_noL,2
adder_dcop_20,3
small_A_09,3
nasa2910,3
bp_1400,3
adder_dcop_06,3
lhr01,3
M20PI_n,3
spaceStation_14,3
plantsmargin_12NN,3
lp_pilot87,2
cavity13,3
bp_1000,3
spaceStation_12,3
plddb_A_13,3
yeast_30NN,3
extr1,3
1138_bus,3
netscience,2
Maragal_2,3
extr1b_A_33,3
spiral,3
extr1b_A_11,3
fs_541_2,0
adder_dcop_62,3
random_mtx_25,0
random_mtx_27,0
random_mtx_31,0
random_mtx_49,0
random_mtx_62,0
random_mtx_64,0
random_mtx_67,0
random_mtx_75,0
random_mtx_8,0
random_mtx_92,0
random_mtx_nc10,0
random_mtx_nc100,0
random_mtx_nc11,0
random_mtx_nc13,0
random_mtx_nc14,0
random_mtx_nc15,0
random_mtx_nc16,0
random_mtx_nc17,0
random_mtx_nc19,0
random_mtx_nc2,0
random_mtx_nc20,0
random_mtx_nc21,0
random_mtx_nc22,0
random_mtx_nc23,0
random_mtx_nc25,0
random_mtx_nc26,0
random_mtx_nc27,0
random_mtx_nc28,0
random_mtx_nc29,0
random_mtx_nc31,0
random_mtx_nc32,0
random_mtx_nc36,0
random_mtx_nc37,0
random_mtx_nc38,0
random_mtx_nc39,0
random_mtx_nc4,0
random_mtx_nc41,0
random_mtx_nc42,0
random_mtx_nc43,0
random_mtx_nc44,0
random_mtx_nc45,0
random_mtx_nc47,0
random_mtx_nc48,0
random_mtx_nc49,0
random_mtx_nc5,0
random_mtx_nc50,0
random_mtx_nc52,0
random_mtx_nc53,0
random_mtx_nc54,0
random_mtx_nc55,0
random_mtx_nc56,0
random_mtx_nc64,0
random_mtx_nc65,0
random_mtx_nc68,0
random_mtx_nc70,0
random_mtx_nc71,0
random_mtx_nc72,0
random_mtx_nc76,0
random_mtx_nc79,0
random_mtx_nc89,0
random_mtx_nc92,0
random_mtx_nc94,0
random_sparse_matrix_18,0
random_sparse_matrix_26,0
random_sparse_matrix_35,0
random_sparse_matrix_48,0
random_mtx_26,1
random_mtx_32,1
random_mtx_37,1
random_mtx_39,1
random_mtx_4,1
random_mtx_6,1
random_mtx_68,1
random_mtx_7,1
random_mtx_90,1
random_mtx_93,1
random_mtx_94,1
random_mtx_96,1
random_mtx_99,1
random_mtx_nc24,1
random_sparse_matrix_15,1
random_mtx_100,2
random_mtx_16,2
random_mtx_20,2
random_mtx_24,2
random_mtx_36,2
random_mtx_40,2
random_mtx_47,2
random_mtx_80,2
random_mtx_82,2
random_mtx_1,3
random_mtx_10,3
random_mtx_11,3
random_mtx_13,3
random_mtx_14,3
random_mtx_17,3
random_mtx_18,3
random_mtx_19,3
random_mtx_2,3
random_mtx_22,3
random_mtx_23,3
random_mtx_29,3
random_mtx_3,3
random_mtx_33,3
random_mtx_34,3
random_mtx_35,3
random_mtx_38,3
random_mtx_41,3
random_mtx_43,3
random_mtx_44,3
random_mtx_45,3
random_mtx_46,3
random_mtx_48,3
random_mtx_5,3
random_mtx_51,3
random_mtx_53,3
random_mtx_55,3
random_mtx_56,3
random_mtx_57,3
random_mtx_58,3
random_mtx_59,3
random_mtx_60,3
random_mtx_61,3
random_mtx_63,3
random_mtx_65,3
random_mtx_69,3
random_mtx_70,3
random_mtx_71,3
random_mtx_72,3
random_mtx_73,3
random_mtx_74,3
random_mtx_76,3
random_mtx_77,3
random_mtx_78,3
random_mtx_79,3
random_mtx_81,3
random_mtx_83,3
random_mtx_86,3
random_mtx_87,3
random_mtx_88,3
random_mtx_89,3
random_mtx_9,3
random_mtx_91,3
random_mtx_95,3
random_mtx_97,3
random_mtx_nc1,3
random_mtx_nc33,3
random_mtx_nc35,3
random_mtx_nc40,3
random_mtx_nc46,3
random_mtx_nc51,3
random_mtx_nc61,3
random_mtx_nc77,3
random_mtx_nc78,3
random_mtx_15,4
random_mtx_21,4
random_mtx_50,4
random_mtx_52,4
random_mtx_54,4
random_mtx_84,4
random_mtx_85,4
random_mtx_nc67,4
random_mtx_nc12,5
random_mtx_nc18,5
random_mtx_nc34,5
random_mtx_nc57,5
random_mtx_nc58,5
random_mtx_nc59,5
random_mtx_nc6,5
random_mtx_nc62,5
random_mtx_nc63,5
random_mtx_nc66,5
random_mtx_nc69,5
random_mtx_nc7,5
random_mtx_nc73,5
random_mtx_nc74,5
random_mtx_nc8,5
random_mtx_nc80,5
random_mtx_nc81,5
random_mtx_nc82,5
random_mtx_nc83,5
random_mtx_nc84,5
random_mtx_nc85,5
random_mtx_nc86,5
random_mtx_nc87,5
random_mtx_nc88,5
random_mtx_nc9,5
random_mtx_nc90,5
random_mtx_nc91,5
random_mtx_nc93,5
random_mtx_nc95,5
random_mtx_nc96,5
random_mtx_nc97,5
random_mtx_nc98,5
random_mtx_nc99,5
random_sparse_matrix_1,5
random_sparse_matrix_10,5
random_sparse_matrix_11,5
random_sparse_matrix_12,5
random_sparse_matrix_13,5
random_sparse_matrix_14,5
random_sparse_matrix_16,5
random_sparse_matrix_17,5
random_sparse_matrix_19,5
random_sparse_matrix_2,5
random_sparse_matrix_20,5
random_sparse_matrix_21,5
random_sparse_matrix_22,5
random_sparse_matrix_23,5
random_sparse_matrix_24,5
random_sparse_matrix_25,5
random_sparse_matrix_27,5
random_sparse_matrix_28,5
random_sparse_matrix_29,5
random_sparse_matrix_3,5
random_sparse_matrix_30,5
random_sparse_matrix_31,5
random_sparse_matrix_32,5
random_sparse_matrix_33,5
random_sparse_matrix_34,5
random_sparse_matrix_36,5
random_sparse_matrix_37,5
random_sparse_matrix_38,5
random_sparse_matrix_39,5
random_sparse_matrix_4,5
random_sparse_matrix_40,5
random_sparse_matrix_41,5
random_sparse_matrix_42,5
random_sparse_matrix_43,5
random_sparse_matrix_44,5
random_sparse_matrix_45,5
random_sparse_matrix_46,5
random_sparse_matrix_47,5
random_sparse_matrix_49,5
random_sparse_matrix_5,5
random_sparse_matrix_50,5
random_sparse_matrix_6,5
random_sparse_matrix_7,5
random_sparse_matrix_8,5
random_sparse_matrix_9,5
