Id	Name	Group	Rows	Cols	Nonzeros 	Kind	Date	Download File
21	bcspwr09	HB	1,723	1,723	6,511	Power Network Problem	1981	
430	ex33	FIDAP	1,733	1,733	22,189	Computational Fluid Dynamics Problem	1994	
287	epb0	Averous	1,794	1,794	7,764	Thermal Problem	1998	
36	bcsstk14	HB	1,806	1,806	63,454	Structural Problem	1985	
1008	adder_dcop_25	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1007	adder_dcop_24	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1037	adder_dcop_54	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1006	adder_dcop_23	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1005	adder_dcop_22	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1004	adder_dcop_21	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1003	adder_dcop_20	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1002	adder_dcop_19	Sandia	1,813	1,813	11,245	Subsequent Circuit Simulation Problem	2003	
1038	adder_dcop_55	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1039	adder_dcop_56	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1040	adder_dcop_57	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1041	adder_dcop_58	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1001	adder_dcop_18	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1000	adder_dcop_17	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
999	adder_dcop_16	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
998	adder_dcop_15	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
997	adder_dcop_14	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1013	adder_dcop_30	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1023	adder_dcop_40	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1024	adder_dcop_41	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1025	adder_dcop_42	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1021	adder_dcop_38	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1020	adder_dcop_37	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1019	adder_dcop_36	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1018	adder_dcop_35	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1026	adder_dcop_43	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1017	adder_dcop_34	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1016	adder_dcop_33	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1015	adder_dcop_32	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1027	adder_dcop_44	Sandia	1,813	1,813	11,245	Subsequent Circuit Simulation Problem	2003	
1028	adder_dcop_45	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1014	adder_dcop_31	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1029	adder_dcop_46	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1030	adder_dcop_47	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1031	adder_dcop_48	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1032	adder_dcop_49	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1033	adder_dcop_50	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1034	adder_dcop_51	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1035	adder_dcop_52	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1012	adder_dcop_29	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1036	adder_dcop_53	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1011	adder_dcop_28	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1010	adder_dcop_27	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1009	adder_dcop_26	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1042	adder_dcop_59	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1043	adder_dcop_60	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1044	adder_dcop_61	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
996	adder_dcop_13	Sandia	1,813	1,813	11,245	Subsequent Circuit Simulation Problem	2003	
995	adder_dcop_12	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
994	adder_dcop_11	Sandia	1,813	1,813	11,243	Subsequent Circuit Simulation Problem	2003	
993	adder_dcop_10	Sandia	1,813	1,813	11,232	Subsequent Circuit Simulation Problem	2003	
992	adder_dcop_09	Sandia	1,813	1,813	11,239	Subsequent Circuit Simulation Problem	2003	
991	adder_dcop_08	Sandia	1,813	1,813	11,242	Subsequent Circuit Simulation Problem	2003	
990	adder_dcop_07	Sandia	1,813	1,813	11,226	Subsequent Circuit Simulation Problem	2003	
989	adder_dcop_06	Sandia	1,813	1,813	11,224	Subsequent Circuit Simulation Problem	2003	
1045	adder_dcop_62	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
988	adder_dcop_05	Sandia	1,813	1,813	11,097	Subsequent Circuit Simulation Problem	2003	
987	adder_dcop_04	Sandia	1,813	1,813	11,107	Subsequent Circuit Simulation Problem	2003	
985	adder_dcop_02	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
984	adder_dcop_01	Sandia	1,813	1,813	11,156	Subsequent Circuit Simulation Problem	2003	
1046	adder_dcop_63	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1047	adder_dcop_64	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1048	adder_dcop_65	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1049	adder_dcop_66	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
986	adder_dcop_03	Sandia	1,813	1,813	11,148	Subsequent Circuit Simulation Problem	2003	
1050	adder_dcop_67	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1051	adder_dcop_68	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1052	adder_dcop_69	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1022	adder_dcop_39	Sandia	1,813	1,813	11,246	Subsequent Circuit Simulation Problem	2003	
1108	init_adder1	Sandia	1,813	1,813	11,156	Circuit Simulation Problem Sequence	2003	
1054	adder_trans_02	Sandia	1,814	1,814	14,579	Subsequent Circuit Simulation Problem	2003	
1053	adder_trans_01	Sandia	1,814	1,814	14,579	Circuit Simulation Problem Sequence	2003	
1833	scrs8-2c	Meszaros	1,820	3,499	7,367	Linear Programming Problem Sequence	2004	
1832	scrs8-2b	Meszaros	1,820	3,499	7,367	Linear Programming Problem Sequence	2004	
427	ex3	FIDAP	1,821	1,821	52,685	Computational Fluid Dynamics Problem	1994	
363	nasa1824	Boeing	1,824	1,824	39,208	Duplicate Structural Problem	1995	
757	nasa1824	Nasa	1,824	1,824	39,208	Structural Problem	1995	
2732	spaceShuttleEntry_3	VDOL	1,834	1,834	28,757	Optimal Control Problem	2015	
2156	flower_4_4	JGD_Margulies	1,837	5,529	16,466	Combinatorial Problem	2008	
261	well1850	HB	1,850	712	8,755	Least Squares Problem	1979	
170	illc1850	HB	1,850	712	8,636	Least Squares Problem	1979	
259	watt_2	HB	1,856	1,856	11,550	Computational Fluid Dynamics Problem	1983	
258	watt_1	HB	1,856	1,856	11,360	Computational Fluid Dynamics Problem	1983	
2423	ukerbe1_dual	AG-Monien	1,866	1,866	7,076	2D/3D Problem	1998	
1196	rajat12	Rajat	1,879	1,879	12,818	Circuit Simulation Problem	2004	
197	lshp1882	HB	1,882	1,882	12,904	Thermal Problem	1978	
1458	CSphd	Pajek	1,882	1,882	1,740	Directed Graph	2006	
1726	model5	Meszaros	1,888	11,802	89,925	Linear Programming Problem	2004	
2116	n4c5-b8	JGD_Homology	1,895	3,635	17,055	Combinatorial Problem	2008	
2777	CollegeMsg	SNAP	1,899	1,899	20,296	Directed Temporal Multigraph	2009	
613	lp_cycle	LPnetlib	1,903	3,371	21,234	Linear Programming Problem	1989	
1941	CAG_mat1916	JGD_CAG	1,916	1,916	195,985	Combinatorial Problem	2008	
230	plsk1919	HB	1,919	1,919	9,662	2D/3D Problem	1975	
228	plat1919	HB	1,919	1,919	32,399	2D/3D Problem	1975	
48	bcsstk26	HB	1,922	1,922	30,336	Structural Problem	1984	
76	bcsstm26	HB	1,922	1,922	1,922	Structural Problem	1984	
2552	N_biocarta	Schulthess	1,922	1,996	4,335	Biochemical Network	2012	
1794	deter0	Meszaros	1,923	5,468	11,173	Linear Programming Problem	2004	
1186	rajat02	Rajat	1,960	1,960	11,187	Circuit Simulation Problem	2004	
2420	netz4504	AG-Monien	1,961	1,961	5,156	2D/3D Problem	1998	
1887	Maragal_4	NYPA	1,964	1,034	26,719	Least Squares Problem	2008	
2818	Goodwin_013	Goodwin	1,965	1,965	56,069	Computational Fluid Dynamics	2018	
494	G32	Gset	2,000	2,000	8,000	Undirected Weighted Random Graph	1996	
484	G23	Gset	2,000	2,000	39,980	Undirected Random Graph	1996	
505	G42	Gset	2,000	2,000	23,558	Undirected Weighted Random Graph	1996	
504	G41	Gset	2,000	2,000	23,570	Undirected Weighted Random Graph	1996	
503	G40	Gset	2,000	2,000	23,532	Undirected Weighted Random Graph	1996	
501	G39	Gset	2,000	2,000	23,556	Undirected Weighted Random Graph	1996	
500	G38	Gset	2,000	2,000	23,558	Duplicate Undirected Random Graph	1996	
499	G37	Gset	2,000	2,000	23,570	Duplicate Undirected Random Graph	1996	
498	G36	Gset	2,000	2,000	23,532	Duplicate Undirected Random Graph	1996	
497	G35	Gset	2,000	2,000	23,556	Duplicate Undirected Random Graph	1996	
496	G34	Gset	2,000	2,000	8,000	Undirected Weighted Random Graph	1996	
495	G33	Gset	2,000	2,000	8,000	Undirected Weighted Random Graph	1996	
493	G31	Gset	2,000	2,000	39,980	Undirected Weighted Random Graph	1996	
492	G30	Gset	2,000	2,000	39,980	Undirected Weighted Random Graph	1996	
490	G29	Gset	2,000	2,000	39,980	Undirected Weighted Random Graph	1996	
489	G28	Gset	2,000	2,000	39,980	Undirected Weighted Random Graph	1996	
488	G27	Gset	2,000	2,000	39,980	Undirected Weighted Random Graph	1996	
487	G26	Gset	2,000	2,000	39,980	Undirected Random Graph	1996	
486	G25	Gset	2,000	2,000	39,980	Undirected Random Graph	1996	
485	G24	Gset	2,000	2,000	39,980	Undirected Random Graph	1996	
320	olm2000	Bai	2,000	2,000	7,996	Computational Fluid Dynamics Problem	1994	
2211	Trefethen_2000	JGD_Trefethen	2,000	2,000	41,906	Combinatorial Problem	2008	
483	G22	Gset	2,000	2,000	39,980	Undirected Random Graph	1996	
299	bwm2000	Bai	2,000	2,000	7,996	Chemical Process Simulation Problem	1992	
2865	dataset22mfeatzernike_10NN	ML_Graph	2,000	2,000	27,414	Undirected Weighted Graph	2020	
2864	dataset20mfeatpixel_10NN	ML_Graph	2,000	2,000	27,932	Undirected Weighted Graph	2020	
2863	dataset18mfeatmorphological_10NN	ML_Graph	2,000	2,000	22,832	Undirected Weighted Graph	2020	
2862	dataset16mfeatkarhunen_10NN	ML_Graph	2,000	2,000	27,668	Undirected Weighted Graph	2020	
2861	dataset12mfeatfactors_10NN	ML_Graph	2,000	2,000	27,442	Undirected Weighted Graph	2020	
1638	tols2000	Bai	2,000	2,000	5,184	Computational Fluid Dynamics Problem	1991	
35	bcsstk13	HB	2,003	2,003	83,883	Computational Fluid Dynamics Problem	1982	
68	bcsstm13	HB	2,003	2,003	21,181	Computational Fluid Dynamics Problem	1982	
272	west2021	HB	2,021	2,021	7,310	Chemical Process Simulation Problem	1983	
1441	piston	Oberwolfach	2,025	2,025	100,015	Model Reduction Problem	2006	
2359	M40PI_n1	Rommes	2,028	2,028	5,007	Eigenvalue/Model Reduction Problem	2010	
2367	S40PI_n1	Rommes	2,028	2,028	5,007	Eigenvalue/Model Reduction Problem	2010	
656	lp_pilot87	LPnetlib	2,030	6,680	74,949	Linear Programming Problem	1990	
309	dw1024	Bai	2,048	2,048	10,114	Electromagnetics Problem	1993	
2466	delaunay_n11	DIMACS10	2,048	2,048	12,254	Undirected Graph	2011	
1632	rdb2048_noL	Bai	2,048	2,048	12,032	Computational Fluid Dynamics Problem	1994	
331	rdb2048	Bai	2,048	2,048	12,032	Computational Fluid Dynamics Problem	1994	
1614	dw2048	Bai	2,048	2,048	10,114	Electromagnetics Problem	1993	
2696	kineticBatchReactor_1	VDOL	2,052	2,052	20,600	Optimal Control Problem	2015	
1865	Chebyshev2	Muite	2,053	2,053	18,447	Structural Problem	2007	
1767	rosen10	Meszaros	2,056	6,152	64,192	Linear Programming Problem	2004	
1750	p6000	Meszaros	2,095	7,967	19,826	Linear Programming Problem	2004	
1727	model6	Meszaros	2,096	5,289	27,628	Linear Programming Problem	2004	
1715	jendrec1	Meszaros	2,109	4,228	89,608	Linear Programming Problem	2004	
1511	NotreDame_yeast	Barabasi	2,114	2,114	4,480	Undirected Graph	2001	
81	blckhole	HB	2,132	2,132	14,872	Structural Problem	1983	
2256	TS	MathWorks	2,142	2,142	45,262	Counter Example Problem	2009	
758	nasa2146	Nasa	2,146	2,146	72,250	Structural Problem	1995	
696	lp_stocfor2	LPnetlib	2,157	3,045	9,357	Linear Programming Problem	1988	
423	ex26	FIDAP	2,163	2,163	74,464	Computational Fluid Dynamics Problem	1994	
1537	c-18	Schenk_IBMNA	2,169	2,169	15,145	Optimization Problem	2006	
615	lp_d2q06c	LPnetlib	2,171	5,831	33,081	Linear Programming Problem	1989	
2371	S40PI_n	Rommes	2,182	2,182	5,341	Eigenvalue/Model Reduction Problem	2010	
2363	M40PI_n	Rommes	2,182	2,182	5,341	Eigenvalue/Model Reduction Problem	2010	
417	ex20	FIDAP	2,203	2,203	67,830	Computational Fluid Dynamics Problem	1994	
227	orsreg_1	HB	2,205	2,205	14,133	Computational Fluid Dynamics Problem	1984	
1179	lock2232	HB	2,232	2,232	80,352	Structural Problem	1980	
198	lshp2233	HB	2,233	2,233	15,337	Thermal Problem	1978	
1954	Franz1	JGD_Franz	2,240	768	5,120	Combinatorial Problem	2008	
595	lp_80bau3b	LPnetlib	2,262	12,061	23,264	Linear Programming Problem		
421	ex24	FIDAP	2,283	2,283	47,901	Computational Fluid Dynamics Problem	1994	
1378	Sieber	MathWorks	2,290	2,290	14,873	Counter Example Problem	2006	
1971	IG5-12	JGD_G5	2,296	2,875	46,260	Combinatorial Problem	2008	
1737	nemspmm2	Meszaros	2,301	8,734	68,225	Linear Programming Problem	2004	
1776	stat96v5	Meszaros	2,307	75,779	233,921	Linear Programming Problem	2005	
2706	lowThrust_2	VDOL	2,312	2,312	26,261	Optimal Control Problem	2015	
605	lp_bnl2	LPnetlib	2,324	4,486	14,996	Linear Programming Problem	1989	
1538	c-19	Schenk_IBMNA	2,327	2,327	21,817	Optimization Problem	2006	
646	lp_osa_14	LPnetlib	2,337	54,797	317,097	Linear Programming Problem	1990	
891	heart2	Norris	2,339	2,339	680,341	2D/3D Problem	2003	
892	heart3	Norris	2,339	2,339	680,341	2D/3D Problem	2003	
2182	relat6	JGD_Relat	2,340	157	8,108	Combinatorial Problem	2008	
2175	rel6	JGD_Relat	2,340	157	5,101	Combinatorial Problem	2008	
2676	freeFlyingRobot_4	VDOL	2,358	2,358	18,218	Optimal Control Problem	2015	
1533	yeast	Pajek	2,361	2,361	13,828	Undirected Graph	2003	
1736	nemspmm1	Meszaros	2,372	8,903	55,867	Linear Programming Problem	2004	
2004	HFE18_96_in	JGD_Groebner	2,372	4,096	933,343	Combinatorial Problem	2008	
631	lp_greenbeb	LPnetlib	2,392	5,598	31,070	Linear Programming Problem	1984	
630	lp_greenbea	LPnetlib	2,392	5,598	31,070	Linear Programming Problem	1984	
718	lpi_greenbea	LPnetlib	2,393	5,596	31,074	Linear Programming Problem	1988	
539	add20	Hamm	2,395	2,395	13,151	Circuit Simulation Problem	1991	
841	rdist3a	Zitney	2,398	2,398	61,896	Chemical Process Simulation Problem	1992	
2018	ch6-6-b2	JGD_Homology	2,400	450	7,200	Combinatorial Problem	2008	
407	ex10	FIDAP	2,410	2,410	54,840	Computational Fluid Dynamics Problem	1994	
2891	YaleB_10NN	ML_Graph	2,414	2,414	34,808	Undirected Weighted Graph	2020	
637	lp_ken_07	LPnetlib	2,426	3,602	8,404	Linear Programming Problem	1991	
2663	MISKnowledgeMap	Moqri	2,427	2,427	57,022	Undirected Weighted Graph	2015	
1828	scagr7-2c	Meszaros	2,447	3,479	9,005	Linear Programming Problem Sequence	2004	
2733	spaceShuttleEntry_4	VDOL	2,450	2,450	39,669	Optimal Control Problem	2015	
2230	TSOPF_FS_b9_c1	TSOPF	2,454	2,454	25,032	Power Network Problem	2009	
2003	f855_mat9_I	JGD_Groebner	2,456	2,511	171,214	Combinatorial Problem	2008	
2002	f855_mat9	JGD_Groebner	2,456	2,511	171,214	Combinatorial Problem	2008	
1613	cryg2500	Bai	2,500	2,500	12,349	Materials Problem	1996	
2655	LeGresley_2508	LeGresley	2,508	2,508	16,727	Power Network Problem	2013	
2106	n3c6-b9	JGD_Homology	2,511	4,935	25,110	Combinatorial Problem	2008	
2724	reorientation_3	VDOL	2,513	2,513	32,166	Optimal Control Problem	2015	
224	orani678	HB	2,529	2,529	90,158	Economic Problem	1984	
326	qc2534	Bai	2,534	2,534	463,360	Electromagnetics Problem	1991	
1401	Chem97ZtZ	Bates	2,541	2,541	7,361	Statistical/Mathematical Problem	2006	
1400	Chem97Zt	Bates	2,541	31,022	62,044	Statistical/Mathematical Problem	2006	
408	ex10hs	FIDAP	2,548	2,548	57,308	Computational Fluid Dynamics Problem	1994	
2563	cz2548	CPM	2,548	2,548	25,674	2D/3D Problem	2012	
2428	diag	AG-Monien	2,559	2,559	8,184	2D/3D Problem	1998	
411	ex13	FIDAP	2,568	2,568	75,628	Computational Fluid Dynamics Problem	1994	
1657	rail2586	Mittelmann	2,586	923,269	8,011,362	Linear Programming Problem	2005	
391	cavity12	DRIVCAV	2,597	2,597	76,258	Subsequent Computational Fluid Dynamics Problem	1996	
390	cavity11	DRIVCAV	2,597	2,597	71,601	Subsequent Computational Fluid Dynamics Problem	1996	
389	cavity10	DRIVCAV	2,597	2,597	76,171	Computational Fluid Dynamics Problem Sequence	1996	
392	cavity13	DRIVCAV	2,597	2,597	71,601	Subsequent Computational Fluid Dynamics Problem	1996	
393	cavity14	DRIVCAV	2,597	2,597	76,258	Subsequent Computational Fluid Dynamics Problem	1996	
394	cavity15	DRIVCAV	2,597	2,597	71,601	Subsequent Computational Fluid Dynamics Problem	1996	
2198	EX4	JGD_SPG	2,600	2,600	71,760	Combinatorial Problem	2008	
2197	EX3	JGD_SPG	2,600	2,600	71,760	Combinatorial Problem	2008	
425	ex28	FIDAP	2,603	2,603	77,031	Computational Fluid Dynamics Problem	1994	
199	lshp2614	HB	2,614	2,614	17,980	Thermal Problem	1978	
370	circuit_1	Bomhof	2,624	2,624	35,823	Circuit Simulation Problem	2000	
2331	minnesota	Gleich	2,642	2,642	6,606	Undirected Graph	2010	
1948	TF14	JGD_Forest	2,644	3,160	29,862	Combinatorial Problem	2008	
717	lpi_gran	LPnetlib	2,658	2,525	20,111	Linear Programming Problem	1993	
705	lpi_bgindy	LPnetlib	2,671	10,880	66,266	Linear Programming Problem	1993	
120	dwt_2680	HB	2,680	2,680	25,026	Structural Problem	1980	
1791	l30	Meszaros	2,701	16,281	52,070	Linear Programming Problem	2004	
2725	reorientation_4	VDOL	2,717	2,717	33,630	Optimal Control Problem	2015	
1998	GL7d25	JGD_GL7d	2,798	21,074	81,671	Combinatorial Problem	2008	
1173	cegb2802	HB	2,802	2,802	277,362	Structural Problem	1980	
1535	extr1b	Zitney	2,836	2,836	10,965	Chemical Process Simulation Problem Sequence	1994	
836	extr1	Zitney	2,837	2,837	10,967	Chemical Process Simulation Problem	1997	
2522	data	DIMACS10	2,851	2,851	30,186	Undirected Graph	2000	
2112	n4c5-b4	JGD_Homology	2,852	1,350	14,260	Combinatorial Problem	2008	
1770	slptsk	Meszaros	2,861	3,347	72,465	Linear Programming Problem	2004	
426	ex29	FIDAP	2,870	2,870	23,754	Computational Fluid Dynamics Problem	1994	
2667	dynamicSoaringProblem_3	VDOL	2,871	2,871	32,022	Optimal Control Problem	2015	
282	zenios	HB	2,873	2,873	1,314	Optimization Problem	1985	
2677	freeFlyingRobot_5	VDOL	2,878	2,878	24,582	Optimal Control Problem	2015	
1730	model9	Meszaros	2,879	10,939	55,956	Linear Programming Problem	2004	
545	g7jac010	Hollinger	2,880	2,880	18,229	Economic Problem	2001	
546	g7jac010sc	Hollinger	2,880	2,880	18,229	Economic Problem	2001	
1729	model8	Meszaros	2,896	6,464	25,277	Linear Programming Problem	2004	
830	wang1	Wang	2,903	2,903	19,093	Semiconductor Device Problem Sequence	1994	
831	wang2	Wang	2,903	2,903	19,093	Subsequent Semiconductor Device Problem	1994	
2726	reorientation_5	VDOL	2,904	2,904	35,590	Optimal Control Problem	2015	
465	meg1	Grund	2,904	2,904	58,142	Circuit Simulation Problem	1997	
1512	ODLIS	Pajek	2,909	2,909	18,246	Directed Multigraph	2000	
364	nasa2910	Boeing	2,910	2,910	174,296	Duplicate Structural Problem	1995	
759	nasa2910	Nasa	2,910	2,910	174,296	Structural Problem	1995	
1174	cegb2919	HB	2,919	2,919	321,543	Structural Problem	1980	
1539	c-20	Schenk_IBMNA	2,921	2,921	20,445	Optimization Problem	2006	
649	lp_pds_02	LPnetlib	2,953	7,716	16,571	Linear Programming Problem	1990	
735	lhr02	Mallya	2,954	2,954	36,875	Chemical Process Simulation Problem	1994	
1718	lp22	Meszaros	2,958	16,392	68,518	Linear Programming Problem	2004	
324	pde2961	Bai	2,961	2,961	14,585	2D/3D Problem	1982	
512	G49	Gset	3,000	3,000	12,000	Undirected Random Graph	1996	
514	G50	Gset	3,000	3,000	12,000	Undirected Random Graph	1996	
627	lp_fit2p	LPnetlib	3,000	13,525	50,284	Linear Programming Problem	1990	
511	G48	Gset	3,000	3,000	12,000	Undirected Random Graph	1996	
1790	iprob	Meszaros	3,001	3,001	9,000	Linear Programming Problem	2004	
1239	laser	GHS_indef	3,002	3,002	9,000	Materials Problem	2004	
2101	n3c6-b4	JGD_Homology	3,003	1,365	15,015	Combinatorial Problem	2008	
2079	n2c6-b4	JGD_Homology	3,003	1,365	15,015	Combinatorial Problem	2008	
710	lpi_cplex1	LPnetlib	3,005	5,224	10,947	Linear Programming Problem	1993	
2727	reorientation_6	VDOL	3,006	3,006	37,342	Optimal Control Problem	2015	
459	bayer08	Grund	3,008	3,008	20,698	Chemical Process Simulation Problem	1997	
457	bayer06	Grund	3,008	3,008	20,715	Chemical Process Simulation Problem	1997	
1175	cegb3024	HB	3,024	3,024	79,848	Structural Problem	1980	
200	lshp3025	HB	3,025	3,025	20,833	Thermal Problem	1978	
2728	reorientation_7	VDOL	3,057	3,057	37,150	Optimal Control Problem	2015	
825	utm3060	TOKAMAK	3,060	3,060	42,211	Electromagnetics Problem	1996	
611	lp_cre_c	LPnetlib	3,068	6,411	15,977	Linear Programming Problem	1990	
1822	plddb	Meszaros	3,069	5,049	10,839	Linear Programming Problem Sequence	2004	
2768	mycielskian12	Mycielski	3,071	3,071	407,200	Undirected Graph	2018	
1591	conf5_0-4x4-10	QCD	3,072	3,072	119,808	Theoretical/Quantum Chemistry Problem	1999	
1593	conf5_0-4x4-18	QCD	3,072	3,072	119,808	Theoretical/Quantum Chemistry Problem	1999	
1597	conf6_0-4x4-30	QCD	3,072	3,072	119,808	Theoretical/Quantum Chemistry Problem	1999	
1596	conf6_0-4x4-20	QCD	3,072	3,072	119,808	Theoretical/Quantum Chemistry Problem	1999	
1592	conf5_0-4x4-14	QCD	3,072	3,072	119,808	Theoretical/Quantum Chemistry Problem	1999	
1595	conf5_0-4x4-26	QCD	3,072	3,072	119,808	Theoretical/Quantum Chemistry Problem	1999	
1594	conf5_0-4x4-22	QCD	3,072	3,072	119,808	Theoretical/Quantum Chemistry Problem	1999	
432	ex36	FIDAP	3,079	3,079	53,099	Computational Fluid Dynamics Problem	1994	
460	bayer09	Grund	3,083	3,083	11,767	Chemical Process Simulation Problem	1997	
1521	SciMet	Pajek	3,084	3,084	10,413	Directed Multigraph	2002	
439	ex8	FIDAP	3,096	3,096	90,841	Computational Fluid Dynamics Problem	1994	
2729	reorientation_8	VDOL	3,108	3,108	37,894	Optimal Control Problem	2015	
73	bcsstm23	HB	3,134	3,134	3,134	Structural Problem	1984	
45	bcsstk23	HB	3,134	3,134	45,178	Structural Problem	1984	
643	lp_maros_r7	LPnetlib	3,136	9,408	144,848	Linear Programming Problem	1994	
1823	rat	Meszaros	3,136	9,408	268,908	Linear Programming Problem Sequence	2004	
2419	grid2_dual	AG-Monien	3,136	3,136	12,224	2D/3D Problem	1998	
235	psmigr_1	HB	3,140	3,140	543,160	Economic Problem	1983	
237	psmigr_3	HB	3,140	3,140	543,160	Economic Problem	1983	
236	psmigr_2	HB	3,140	3,140	540,022	Economic Problem	1983	
2058	mk10-b2	JGD_Homology	3,150	630	9,450	Combinatorial Problem	2008	
2148	Trec14	JGD_Kocay	3,159	15,905	2,872,265	Combinatorial Problem	2008	
828	swang1	Wang	3,169	3,169	20,841	Semiconductor Device Problem Sequence	1994	
829	swang2	Wang	3,169	3,169	20,841	Subsequent Semiconductor Device Problem	1994	
1816	delf	Meszaros	3,170	6,654	15,397	Linear Programming Problem Sequence	2004	
1775	stat96v4	Meszaros	3,173	63,076	491,336	Linear Programming Problem	2005	
444	garon1	Garon	3,175	3,175	84,723	Computational Fluid Dynamics Problem	1996	
2668	dynamicSoaringProblem_4	VDOL	3,191	3,191	36,516	Optimal Control Problem	2015	
660	lp_qap12	LPnetlib	3,192	8,856	38,304	Linear Programming Problem		
797	lp_nug12	Qaplib	3,192	8,856	38,304	Linear Programming Problem	1995	
840	rdist2	Zitney	3,198	3,198	56,834	Chemical Process Simulation Problem	1992	
1622	mhd3200a	Bai	3,200	3,200	68,026	Electromagnetics Problem	1994	
1633	rdb3200l	Bai	3,200	3,200	18,880	Computational Fluid Dynamics Problem	1994	
1623	mhd3200b	Bai	3,200	3,200	18,316	Electromagnetics Problem	1994	
1703	dano3mip	Meszaros	3,202	15,851	81,633	Linear Programming Problem	2004	
1798	deter4	Meszaros	3,235	9,133	19,231	Linear Programming Problem	2004	
1940	bibd_81_3	JGD_BIBD	3,240	85,320	255,960	Combinatorial Problem	2008	
1939	bibd_81_2	JGD_BIBD	3,240	3,240	3,240	Combinatorial Problem	2008	
814	raefsky1	Simon	3,242	3,242	293,409	Computational Fluid Dynamics Problem Sequence	1993	
815	raefsky2	Simon	3,242	3,242	293,551	Subsequent Computational Fluid Dynamics Problem	1993	
